name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m280,cpu,utilization,"time                 machine_id
2017-11-05 01:53:00  m280          81.74
                     m280          71.25
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:54:00  m280          74.868333333
                     m280                  83.2
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:55:00  m280          39.858333333
                     m280          83.533333333
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:56:00  m280          43.808333333
                     m280                  83.1
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m280                  82.4
                     m280          83.083333333
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m280          82.43
                     m280           83.1
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m280                 82.72
                     m280          47.183333333
Name: cpu_util, dtype: object",40.0,76.975,82.928333333,82.8,82.29,83.26,83.06
