name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m68,cpu,utilization,,,,,,,,,,,,,,
m264,cpu,utilization,,,,,,,,,,,,,,
m20,cpu,utilization,,,,,,,,,,,,,,
m174,cpu,utilization,,,,,,,,,,,,,,
