name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m197,cpu,utilization,,,,,,,,,,,,,,
m67,cpu,utilization,,,,,,,,,,,,,,
m175,cpu,utilization,,,,,,,,,,,,,,
m58,cpu,utilization,,,,,,,,,,,,,,
m321,cpu,utilization,,,,,,,,,,,,,,
m314,cpu,utilization,,,,,,,,,,,,,,
m242,cpu,utilization,,,,,,,,,,,,,,
m309,cpu,utilization,,,,,,,,,,,,,,
