name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m412,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m412          25.183333333
                     m412          27.333333333
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m412                25.925
                     m412          25.733333333
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m412                 24.36
                     m412          26.606666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m412          27.28
                     m412          25.15
Name: cpu_util, dtype: object",25.52,25.53,24.52,25.253333333,24.295,26.22,23.95,25.3,24.546666667,25.18
m155,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m155          0.39166666667
                     m155                   0.45
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m155          0.3
                     m155          0.4
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m155                    0.3
                     m155          0.31833333333
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m155                    0.3
                     m155          0.38333333333
Name: cpu_util, dtype: object",0.4,0.315,0.3,0.3,0.555,0.42333333333,0.4,0.31,0.56,0.6
