name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m125,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m125                 48.55
                     m125          48.566666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m125          47.533333333
                     m125                 46.75
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m125           41.02
                     m125          31.945
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m125                 30.48
                     m125          45.533333333
Name: cpu_util, dtype: object",48.9,42.185,30.873333333,46.28,49.0,48.028333333,31.41,47.13,49.2,44.866666667
m58,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m58           51.95
                     m58            51.6
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m58           49.941666667
                     m58           50.533333333
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m58                  43.93
                     m58           31.271666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m58                  27.95
                     m58           48.333333333
Name: cpu_util, dtype: object",52.6,44.61,28.99,48.766666667,52.3,51.063333333,29.395,49.63,52.3,46.32
m57,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m57                   46.8
                     m57           46.333333333
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m57                 46.025
                     m57           45.583333333
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m57           36.65
                     m57           31.68
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m57                  30.42
                     m57           43.766666667
Name: cpu_util, dtype: object",46.64,43.455,31.221666667,44.633333333,47.1,45.775,30.725,45.47,47.4,45.32
m314,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m314          50.141666667
                     m314          48.766666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m314          48.275
                     m314           48.85
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m314                  45.1
                     m314          32.321666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m314                 30.89
                     m314          46.766666667
Name: cpu_util, dtype: object",50.48,43.275,31.22,47.606666667,50.5,49.44,31.79,47.69,49.713333333,44.413333333
