name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m297,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m297          37.683333333
                     m297          71.866666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m297          33.008333333
                     m297                  46.0
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m297           76.24
                     m297          30.525
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m297          37.81
                     m297          43.35
Name: cpu_util, dtype: object",72.7,37.82,31.153333333,73.073333333,40.23,29.236666667,70.945,41.23,29.733333333,68.38
m110,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m110          39.033333333
                     m110                 69.35
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m110          33.491666667
                     m110                 43.25
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m110                 75.92
                     m110          30.111666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m110           62.6
                     m110          44.45
Name: cpu_util, dtype: object",71.36,37.01,31.615,71.346666667,39.235,29.143333333,69.33,40.5,29.826666667,67.453333333
m217,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m217          37.308333333
                     m217          68.766666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m217                32.575
                     m217          44.216666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m217                 72.48
                     m217          30.268333333
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m217                 37.15
                     m217          66.433333333
Name: cpu_util, dtype: object",73.76,35.535,54.443333333,72.94,35.545,43.616666667,72.035,34.67,28.786666667,49.833333333
m139,cpu,utilization,"time                 machine_id
2017-11-05 01:56:00  m139          37.233333333
                     m139          68.266666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:57:00  m139          29.708333333
                     m139                 44.05
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:58:00  m139                 72.33
                     m139          27.536666667
Name: cpu_util, dtype: object","time                 machine_id
2017-11-05 01:59:00  m139          37.91
                     m139           66.3
Name: cpu_util, dtype: object",73.54,32.33,54.336666667,72.86,41.975,44.15,71.465,32.09,25.726666667,50.026666667
