,acc,f1,precision,recall,tnr,tpr,fpr,fnr
Agg_GB0_1_257&RowSampling_GB7_smf_row-0.6-fbs_36=212.pickle,0.8873720136518771,0.886986301369863,0.8900343642611683,0.8839590443686007,0.8907849829351536,0.8839590443686007,0.10921501706484642,0.11604095563139932
Agg_GB0_1_257&RowSampling_GB7_smf_row-0.8-fbs_41=254.pickle,0.8890784982935154,0.8907563025210083,0.8774834437086093,0.9044368600682594,0.8737201365187713,0.9044368600682594,0.12627986348122866,0.09556313993174062
Agg_GB0_1_257&RowSampling_GB5_smf_row-0.2-fbs_18=93.pickle,0.8686006825938567,0.8705882352941178,0.8576158940397351,0.8839590443686007,0.8532423208191127,0.8839590443686007,0.14675767918088736,0.11604095563139932
Agg_GB0_1_257&RowSampling_GB5_smf_row-0.4-fbs_26=148.pickle,0.8822525597269625,0.8836424957841483,0.8733333333333333,0.89419795221843,0.8703071672354948,0.89419795221843,0.1296928327645051,0.10580204778156997
Agg_GB0_1_257&RowSampling_GB5_smf_row-0.6-fbs_31=213.pickle,0.8805460750853242,0.8805460750853242,0.8805460750853242,0.8805460750853242,0.8805460750853242,0.8805460750853242,0.11945392491467577,0.11945392491467577
Agg_GB0_1_257&RowSampling_GB5_smf_row-0.8-fbs_41=248.pickle,0.8890784982935154,0.8900169204737733,0.8825503355704698,0.8976109215017065,0.8805460750853242,0.8976109215017065,0.11945392491467577,0.10238907849829351
Agg_GB0_2_259&ColSampling_GB3_smf_col-0.2-fbs_79=100.pickle,0.8873720136518771,0.8885135135135136,0.8795986622073578,0.8976109215017065,0.8771331058020477,0.8976109215017065,0.12286689419795221,0.10238907849829351
Agg_GB0_2_259&ColSampling_GB3_smf_col-0.2-fls_19=103.pickle,0.878839590443686,0.8798646362098139,0.87248322147651,0.8873720136518771,0.8703071672354948,0.8873720136518771,0.1296928327645051,0.11262798634812286
Agg_GB0_2_259&ColSampling_GB3_smf_col-0.4-fbs_206=193.pickle,0.8805460750853242,0.8809523809523809,0.8779661016949153,0.8839590443686007,0.8771331058020477,0.8839590443686007,0.12286689419795221,0.11604095563139932
Agg_GB0_2_259&ColSampling_GB3_smf_col-0.4-fls_21=188.pickle,0.8771331058020477,0.8779661016949154,0.8720538720538721,0.8839590443686007,0.8703071672354948,0.8839590443686007,0.1296928327645051,0.11604095563139932
Agg_GB0_2_259&ColSampling_GB3_smf_col-0.6-fbs_466=266.pickle,0.8890784982935154,0.889267461669506,0.8877551020408163,0.8907849829351536,0.8873720136518771,0.8907849829351536,0.11262798634812286,0.10921501706484642
Agg_GB0_2_259&ColSampling_GB3_smf_col-0.6-fls_28=270.pickle,0.8856655290102389,0.8862478777589136,0.8817567567567568,0.8907849829351536,0.8805460750853242,0.8907849829351536,0.11945392491467577,0.10921501706484642
Agg_GB0_2_259&ColSampling_GB3_smf_col-0.8-fbs_651=333.pickle,0.8873720136518771,0.888135593220339,0.8821548821548821,0.89419795221843,0.8805460750853242,0.89419795221843,0.11945392491467577,0.10580204778156997
Agg_GB0_2_259&ColSampling_GB3_smf_col-0.8-fls_34=347.pickle,0.8839590443686007,0.8839590443686007,0.8839590443686007,0.8839590443686007,0.8839590443686007,0.8839590443686007,0.11604095563139932,0.11604095563139932
Agg_GB0_2_259&ColSampling_GB3_smf_row-0.2-fbs_23=133.pickle,0.8617747440273038,0.8652246256239601,0.8441558441558441,0.8873720136518771,0.8361774744027304,0.8873720136518771,0.16382252559726962,0.11262798634812286
Agg_GB0_2_259&ColSampling_GB3_smf_row-0.4-fbs_29=219.pickle,0.8668941979522184,0.8721311475409836,0.8391167192429022,0.9078498293515358,0.825938566552901,0.9078498293515358,0.17406143344709898,0.09215017064846416
Agg_GB0_2_259&ColSampling_GB3_smf_row-0.6-fbs_39=285.pickle,0.8805460750853242,0.8825503355704698,0.8679867986798679,0.8976109215017065,0.863481228668942,0.8976109215017065,0.13651877133105803,0.10238907849829351
Agg_GB0_2_259&ColSampling_GB3_smf_row-0.8-fbs_45=361.pickle,0.878839590443686,0.8810720268006701,0.8651315789473685,0.8976109215017065,0.8600682593856656,0.8976109215017065,0.13993174061433447,0.10238907849829351
Agg_GB0_2_259&ColSampling_GB4_smf_col-0.2-fbs_10=101.pickle,0.8856655290102389,0.8862478777589136,0.8817567567567568,0.8907849829351536,0.8805460750853242,0.8907849829351536,0.11945392491467577,0.10921501706484642
Agg_GB0_2_259&ColSampling_GB4_smf_col-0.2-fls_7=94.pickle,0.8856655290102389,0.8862478777589136,0.8817567567567568,0.8907849829351536,0.8805460750853242,0.8907849829351536,0.11945392491467577,0.10921501706484642
Agg_GB0_2_259&ColSampling_GB4_smf_col-0.4-fbs_10=197.pickle,0.8839590443686007,0.8835616438356164,0.8865979381443299,0.8805460750853242,0.8873720136518771,0.8805460750853242,0.11262798634812286,0.11945392491467577
Agg_GB0_2_259&ColSampling_GB4_smf_col-0.4-fls_7=206.pickle,0.8839590443686007,0.8843537414965986,0.8813559322033898,0.8873720136518771,0.8805460750853242,0.8873720136518771,0.11945392491467577,0.11262798634812286
Agg_GB0_2_259&ColSampling_GB4_smf_col-0.6-fbs_20=272.pickle,0.8890784982935154,0.889267461669506,0.8877551020408163,0.8907849829351536,0.8873720136518771,0.8907849829351536,0.11262798634812286,0.10921501706484642
Agg_GB0_2_259&ColSampling_GB4_smf_col-0.6-fls_16=281.pickle,0.8873720136518771,0.8877551020408163,0.8847457627118644,0.8907849829351536,0.8839590443686007,0.8907849829351536,0.11604095563139932,0.10921501706484642
Agg_GB0_2_259&ColSampling_GB4_smf_col-0.8-fbs_58=359.pickle,0.8873720136518771,0.888135593220339,0.8821548821548821,0.89419795221843,0.8805460750853242,0.89419795221843,0.11945392491467577,0.10580204778156997
Agg_GB0_2_259&ColSampling_GB4_smf_col-0.8-fls_23=355.pickle,0.8822525597269625,0.8824531516183987,0.8809523809523809,0.8839590443686007,0.8805460750853242,0.8839590443686007,0.11945392491467577,0.11604095563139932
Agg_GB0_2_259&ColSampling_GB4_smf_row-0.2-fbs_18=155.pickle,0.8651877133105802,0.8707037643207856,0.8364779874213837,0.9078498293515358,0.8225255972696246,0.9078498293515358,0.17747440273037543,0.09215017064846416
Agg_GB0_2_259&ColSampling_GB4_smf_row-0.4-fbs_28=251.pickle,0.863481228668942,0.8684210526315789,0.8380952380952381,0.9010238907849829,0.825938566552901,0.9010238907849829,0.17406143344709898,0.09897610921501707
