hop1_reduction,hop1_time,hop2_reduction,hop2_time,eval_time,keep_frac,acc,f1
Agg_GB0_1,257,ColSampling_GB3_smf_row-0.2-fbs,24.0,85,0.01275488088757521,0.8532423208191127,0.8585526315789473
Agg_GB0_1,257,ColSampling_GB3_smf_row-0.4-fbs,25.0,133,0.025581322442810334,0.8703071672354948,0.8745874587458745
Agg_GB0_1,257,ColSampling_GB3_smf_row-0.6-fbs,31.0,194,0.03837192793160829,0.8805460750853242,0.8825503355704698
Agg_GB0_1,257,ColSampling_GB3_smf_row-0.8-fbs,34.0,225,0.051075674152066694,0.878839590443686,0.8822553897180763
Agg_GB0_1,257,ColSampling_GB4_smf_col-0.2-fbs,8.0,53,0.012885002592262893,0.8805460750853242,0.8809523809523809
Agg_GB0_1,257,ColSampling_GB4_smf_col-0.2-fls,8.0,54,0.012893404282800067,0.8822525597269625,0.8828522920203735
Agg_GB0_1,257,ColSampling_GB4_smf_col-0.4-fbs,19.0,107,0.02553362926418886,0.8822525597269625,0.8820512820512821
Agg_GB0_1,257,ColSampling_GB4_smf_col-0.4-fls,8.0,102,0.025101450761565176,0.8856655290102389,0.8854700854700854
Agg_GB0_1,257,ColSampling_GB4_smf_col-0.6-fbs,46.0,172,0.03814221205783317,0.8805460750853242,0.8813559322033899
Agg_GB0_1,257,ColSampling_GB4_smf_col-0.6-fls,10.0,156,0.03649404559791125,0.8856655290102389,0.88663282571912
Agg_GB0_1,257,ColSampling_GB4_smf_col-0.8-fbs,84.0,214,0.0507953948703987,0.8805460750853242,0.8825503355704698
Agg_GB0_1,257,ColSampling_GB4_smf_col-0.8-fls,13.0,197,0.04785752014698918,0.8856655290102389,0.88663282571912
Agg_GB0_1,257,ColSampling_GB4_smf_row-0.2-fbs,14.0,83,0.01276279491779928,0.8532423208191127,0.8585526315789473
Agg_GB0_1,257,ColSampling_GB4_smf_row-0.4-fbs,21.0,139,0.02559191163818057,0.8532423208191127,0.8594771241830065
Agg_GB0_1,257,ColSampling_GB4_smf_row-0.6-fbs,32.0,199,0.03837320978157416,0.8720136518771331,0.8756218905472636
Agg_GB0_1,257,ColSampling_GB4_smf_row-0.8-fbs,65.0,229,0.051099527707953334,0.8737201365187713,0.8770764119601329
Agg_GB0_1,257,ColSampling_GB7_smf_col-0.2-fbs,2.0,50,0.012899325872316318,0.8822525597269625,0.8824531516183987
Agg_GB0_1,257,ColSampling_GB7_smf_col-0.2-fls,2.0,50,0.012929853407916567,0.878839590443686,0.8786324786324786
Agg_GB0_1,257,ColSampling_GB7_smf_col-0.4-fbs,4.0,114,0.025573505944648883,0.8822525597269625,0.8824531516183987
Agg_GB0_1,257,ColSampling_GB7_smf_col-0.4-fls,2.0,115,0.025617116709792092,0.8839590443686007,0.8843537414965986
Agg_GB0_1,257,ColSampling_GB7_smf_col-0.6-fbs,7.0,166,0.03830874108818194,0.8856655290102389,0.8854700854700854
Agg_GB0_1,257,ColSampling_GB7_smf_col-0.6-fls,3.0,167,0.03829129678212466,0.8907849829351536,0.8907849829351536
Agg_GB0_1,257,ColSampling_GB7_smf_col-0.8-fbs,7.0,211,0.05084336671205623,0.8822525597269625,0.8832487309644671
Agg_GB0_1,257,ColSampling_GB7_smf_col-0.8-fls,6.0,228,0.05084336671205623,0.8856655290102389,0.8858603066439523
Agg_GB0_1,257,ColSampling_GB7_smf_row-0.2-fbs,11.0,93,0.012750171482265815,0.8720136518771331,0.8739495798319328
Agg_GB0_1,257,ColSampling_GB7_smf_row-0.4-fbs,23.0,164,0.025576613037500938,0.878839590443686,0.8782161234991422
Agg_GB0_1,257,ColSampling_GB7_smf_row-0.6-fbs,57.0,203,0.038353313240799554,0.8856655290102389,0.8854700854700854
Agg_GB0_1,257,ColSampling_GB7_smf_row-0.8-fbs,75.0,252,0.05107695600203257,0.8873720136518771,0.8885135135135136
Agg_GB0_1,257,ColSampling_GB5_smf_col-0.2-fbs,10.0,60,0.012874455196348064,0.8805460750853242,0.8813559322033899
Agg_GB0_1,257,ColSampling_GB5_smf_col-0.2-fls,10.0,54,0.01288617297701434,0.8805460750853242,0.8813559322033899
Agg_GB0_1,257,ColSampling_GB5_smf_col-0.4-fbs,11.0,123,0.025512743469636247,0.8805460750853242,0.8801369863013698
Agg_GB0_1,257,ColSampling_GB5_smf_col-0.4-fls,10.0,107,0.02553613723151339,0.8805460750853242,0.8805460750853242
Agg_GB0_1,257,ColSampling_GB5_smf_col-0.6-fbs,27.0,181,0.03815551821780498,0.8822525597269625,0.8832487309644671
Agg_GB0_1,257,ColSampling_GB5_smf_col-0.6-fls,14.0,167,0.03826436399968957,0.8890784982935154,0.8896434634974533
Agg_GB0_1,257,ColSampling_GB5_smf_col-0.8-fbs,49.0,224,0.050743312748959296,0.8822525597269625,0.8832487309644671
Agg_GB0_1,257,ColSampling_GB5_smf_col-0.8-fls,16.0,202,0.05015168325710274,0.8890784982935154,0.8896434634974533
Agg_GB0_1,257,ColSampling_GB5_smf_row-0.2-fbs,22.0,89,0.01276279491779928,0.8686006825938567,0.8705882352941178
Agg_GB0_1,257,ColSampling_GB5_smf_row-0.4-fbs,25.0,147,0.025559391661872502,0.8822525597269625,0.8836424957841483
Agg_GB0_1,257,ColSampling_GB5_smf_row-0.6-fbs,42.0,206,0.03838251712697852,0.8805460750853242,0.8805460750853242
Agg_GB0_1,257,ColSampling_GB5_smf_row-0.8-fbs,58.0,246,0.05105310244614593,0.8856655290102389,0.8873949579831932
Agg_GB0_1,257,RowSampling_GB3_smf_row-0.2-fbs,20.0,92,0.01275488088757521,0.8293515358361775,0.8392282958199357
Agg_GB0_1,257,RowSampling_GB3_smf_row-0.4-fbs,24.0,142,0.025581322442810334,0.8771331058020477,0.8795986622073578
Agg_GB0_1,257,RowSampling_GB3_smf_row-0.6-fbs,28.0,212,0.03837192793160829,0.8737201365187713,0.8758389261744967
Agg_GB0_1,257,RowSampling_GB3_smf_row-0.8-fbs,36.0,248,0.051075674152066694,0.8754266211604096,0.87893864013267
Agg_GB0_1,257,RowSampling_GB4_smf_row-0.2-fbs,11.0,86,0.01276279491779928,0.8515358361774744,0.85667215815486
Agg_GB0_1,257,RowSampling_GB4_smf_row-0.4-fbs,22.0,159,0.02559191163818057,0.878839590443686,0.8818635607321131
Agg_GB0_1,257,RowSampling_GB4_smf_row-0.6-fbs,26.0,210,0.03837320978157416,0.8754266211604096,0.8773109243697479
Agg_GB0_1,257,RowSampling_GB4_smf_row-0.8-fbs,31.0,263,0.051099527707953334,0.8771331058020477,0.8795986622073578
Agg_GB0_1,257,RowSampling_GB7_smf_row-0.2-fbs,14.0,95,0.012750171482265815,0.8617747440273038,0.864321608040201
Agg_GB0_1,257,RowSampling_GB7_smf_row-0.4-fbs,27.0,162,0.025576613037500938,0.878839590443686,0.8786324786324786
Agg_GB0_1,257,RowSampling_GB7_smf_row-0.6-fbs,36.0,212,0.038353313240799554,0.8873720136518771,0.886986301369863
Agg_GB0_1,257,RowSampling_GB7_smf_row-0.8-fbs,41.0,254,0.05107695600203257,0.8890784982935154,0.8907563025210083
Agg_GB0_1,257,RowSampling_GB5_smf_row-0.2-fbs,18.0,93,0.01276279491779928,0.8686006825938567,0.8705882352941178
Agg_GB0_1,257,RowSampling_GB5_smf_row-0.4-fbs,26.0,148,0.025559391661872502,0.8822525597269625,0.8836424957841483
Agg_GB0_1,257,RowSampling_GB5_smf_row-0.6-fbs,31.0,213,0.03838251712697852,0.8805460750853242,0.8805460750853242
Agg_GB0_1,257,RowSampling_GB5_smf_row-0.8-fbs,41.0,248,0.05105310244614593,0.8890784982935154,0.8900169204737733
Agg_GB0_2,259,ColSampling_GB3_smf_col-0.2-fbs,79.0,100,0.017341521196434173,0.8873720136518771,0.8885135135135136
Agg_GB0_2,259,ColSampling_GB3_smf_col-0.2-fls,19.0,103,0.01735372663741355,0.878839590443686,0.8798646362098139
Agg_GB0_2,259,ColSampling_GB3_smf_col-0.4-fbs,206.0,193,0.03442405296715524,0.8805460750853242,0.8809523809523809
Agg_GB0_2,259,ColSampling_GB3_smf_col-0.4-fls,21.0,188,0.034694746240382816,0.8771331058020477,0.8779661016949154
Agg_GB0_2,259,ColSampling_GB3_smf_col-0.6-fbs,466.0,266,0.051351160429514486,0.8890784982935154,0.889267461669506
Agg_GB0_2,259,ColSampling_GB3_smf_col-0.6-fls,28.0,270,0.0518852738707285,0.8856655290102389,0.8862478777589136
Agg_GB0_2,259,ColSampling_GB3_smf_col-0.8-fbs,651.0,333,0.06870027519368126,0.8873720136518771,0.888135593220339
Agg_GB0_2,259,ColSampling_GB3_smf_col-0.8-fls,34.0,347,0.0651864875736489,0.8839590443686007,0.8839590443686007
Agg_GB0_2,259,ColSampling_GB3_smf_row-0.2-fbs,23.0,133,0.017185539562000227,0.8617747440273038,0.8652246256239601
Agg_GB0_2,259,ColSampling_GB3_smf_row-0.4-fbs,29.0,219,0.03446373458349002,0.8668941979522184,0.8721311475409836
Agg_GB0_2,259,ColSampling_GB3_smf_row-0.6-fbs,39.0,285,0.05173412703997017,0.8805460750853242,0.8825503355704698
Agg_GB0_2,259,ColSampling_GB3_smf_row-0.8-fbs,45.0,361,0.06897584507003987,0.878839590443686,0.8810720268006701
Agg_GB0_2,259,ColSampling_GB4_smf_col-0.2-fbs,10.0,101,0.01733583647049857,0.8856655290102389,0.8862478777589136
Agg_GB0_2,259,ColSampling_GB4_smf_col-0.2-fls,7.0,94,0.01734221785402432,0.8856655290102389,0.8862478777589136
Agg_GB0_2,259,ColSampling_GB4_smf_col-0.4-fbs,10.0,197,0.03445055382188444,0.8839590443686007,0.8835616438356164
Agg_GB0_2,259,ColSampling_GB4_smf_col-0.4-fls,7.0,206,0.034594037419151145,0.8839590443686007,0.8843537414965986
Agg_GB0_2,259,ColSampling_GB4_smf_col-0.6-fbs,20.0,272,0.05151821891963177,0.8890784982935154,0.889267461669506
Agg_GB0_2,259,ColSampling_GB4_smf_col-0.6-fls,16.0,281,0.05174290492560603,0.8873720136518771,0.8877551020408163
Agg_GB0_2,259,ColSampling_GB4_smf_col-0.8-fbs,58.0,359,0.06870027519368126,0.8873720136518771,0.888135593220339
Agg_GB0_2,259,ColSampling_GB4_smf_col-0.8-fls,23.0,355,0.0686355835698602,0.8822525597269625,0.8824531516183987
Agg_GB0_2,259,ColSampling_GB4_smf_row-0.2-fbs,18.0,155,0.017209727513530136,0.8651877133105802,0.8707037643207856
Agg_GB0_2,259,ColSampling_GB4_smf_row-0.4-fbs,28.0,251,0.03448246073951318,0.863481228668942,0.8684210526315789
Agg_GB0_2,259,ColSampling_GB4_smf_row-0.6-fbs,41.0,341,0.05172515409020908,0.8720136518771331,0.8756218905472636
Agg_GB0_2,259,ColSampling_GB4_smf_row-0.8-fbs,52.0,414,0.06899457122606302,0.8771331058020477,0.8787878787878788
Agg_GB0_2,259,ColSampling_GB7_smf_col-0.2-fbs,3.0,98,0.01734065734102239,0.8805460750853242,0.8813559322033899
Agg_GB0_2,259,ColSampling_GB7_smf_col-0.2-fls,4.0,101,0.017401712412222884,0.8839590443686007,0.8847457627118643
Agg_GB0_2,259,ColSampling_GB7_smf_col-0.4-fbs,6.0,237,0.03450850180023288,0.8771331058020477,0.8775510204081632
Agg_GB0_2,259,ColSampling_GB7_smf_col-0.4-fls,3.0,233,0.034539029335833124,0.8822525597269625,0.8824531516183987
Agg_GB0_2,259,ColSampling_GB7_smf_col-0.6-fbs,8.0,326,0.05171995702458658,0.8805460750853242,0.8809523809523809
Agg_GB0_2,259,ColSampling_GB7_smf_col-0.6-fls,5.0,280,0.05171995702458658,0.8907849829351536,0.8907849829351536
Agg_GB0_2,259,ColSampling_GB7_smf_col-0.8-fbs,13.0,282,0.06870027519368126,0.8822525597269625,0.8828522920203735
Agg_GB0_2,259,ColSampling_GB7_smf_col-0.8-fls,11.0,282,0.06873516380579583,0.8856655290102389,0.8858603066439523
Agg_GB0_2,259,ColSampling_GB7_smf_row-0.2-fbs,14.0,104,0.017182028407745884,0.8668941979522184,0.8700000000000001
Agg_GB0_2,259,ColSampling_GB7_smf_row-0.4-fbs,37.0,198,0.03452654523181769,0.863481228668942,0.867109634551495
Agg_GB0_2,259,ColSampling_GB7_smf_row-0.6-fbs,60.0,265,0.05173510236059638,0.8703071672354948,0.87248322147651
Agg_GB0_2,259,ColSampling_GB7_smf_row-0.8-fbs,81.0,312,0.06902324565247347,0.8805460750853242,0.8825503355704698
Agg_GB0_2,259,ColSampling_GB5_smf_col-0.2-fbs,72.0,78,0.01732891169405251,0.878839590443686,0.8802698145025295
Agg_GB0_2,259,ColSampling_GB5_smf_col-0.2-fls,9.0,80,0.01736509608928475,0.8822525597269625,0.8832487309644671
Agg_GB0_2,259,ColSampling_GB5_smf_col-0.4-fbs,171.0,161,0.034472401003911454,0.878839590443686,0.879045996592845
Agg_GB0_2,259,ColSampling_GB5_smf_col-0.4-fls,10.0,160,0.03453192342841362,0.878839590443686,0.8794567062818337
Agg_GB0_2,259,ColSampling_GB5_smf_col-0.6-fbs,286.0,233,0.051542866665171175,0.8856655290102389,0.8854700854700854
Agg_GB0_2,259,ColSampling_GB5_smf_col-0.6-fls,18.0,218,0.04610068903615611,0.8839590443686007,0.8855218855218854
Agg_GB0_2,259,ColSampling_GB5_smf_col-0.8-fbs,384.0,297,0.06870027519368126,0.8873720136518771,0.887372013651877
Agg_GB0_2,259,ColSampling_GB5_smf_col-0.8-fls,23.0,255,0.0522488873333299,0.878839590443686,0.8794567062818337
Agg_GB0_2,259,ColSampling_GB5_smf_row-0.2-fbs,18.0,116,0.017193147062884634,0.8344709897610921,0.8448
Agg_GB0_2,259,ColSampling_GB5_smf_row-0.4-fbs,30.0,202,0.03449123862514903,0.8686006825938567,0.8727272727272727
Agg_GB0_2,259,ColSampling_GB5_smf_row-0.6-fbs,45.0,259,0.05174290492560603,0.8856655290102389,0.8858603066439523
Agg_GB0_2,259,ColSampling_GB5_smf_row-0.8-fbs,78.0,315,0.06897135859515932,0.8805460750853242,0.8833333333333334
Agg_GB0_2,259,RowSampling_GB3_smf_row-0.2-fbs,20.0,108,0.017185539562000227,0.8600682593856656,0.8633333333333335
Agg_GB0_2,259,RowSampling_GB3_smf_row-0.4-fbs,25.0,194,0.03446373458349002,0.8686006825938567,0.8735632183908046
Agg_GB0_2,259,RowSampling_GB3_smf_row-0.6-fbs,29.0,263,0.05173412703997017,0.8737201365187713,0.8762541806020067
Agg_GB0_2,259,RowSampling_GB3_smf_row-0.8-fbs,37.0,304,0.06897584507003987,0.8839590443686007,0.8859060402684563
Agg_GB0_2,259,RowSampling_GB4_smf_row-0.2-fbs,15.0,106,0.017209727513530136,0.863481228668942,0.869281045751634
Agg_GB0_2,259,RowSampling_GB4_smf_row-0.4-fbs,22.0,206,0.03448246073951318,0.863481228668942,0.8684210526315789
Agg_GB0_2,259,RowSampling_GB4_smf_row-0.6-fbs,31.0,262,0.05172515409020908,0.8720136518771331,0.8756218905472636
Agg_GB0_2,259,RowSampling_GB4_smf_row-0.8-fbs,38.0,325,0.06899457122606302,0.8754266211604096,0.8781302170283807
Agg_GB0_2,259,RowSampling_GB7_smf_row-0.2-fbs,13.0,120,0.017182028407745884,0.8600682593856656,0.8646864686468647
Agg_GB0_2,259,RowSampling_GB7_smf_row-0.4-fbs,24.0,196,0.03452654523181769,0.8703071672354948,0.8737541528239203
Agg_GB0_2,259,RowSampling_GB7_smf_row-0.6-fbs,45.0,282,0.05173510236059638,0.8686006825938567,0.8714524207011686
Agg_GB0_2,259,RowSampling_GB7_smf_row-0.8-fbs,57.0,330,0.06902324565247347,0.8771331058020477,0.8791946308724832
Agg_GB0_2,259,RowSampling_GB5_smf_row-0.2-fbs,19.0,126,0.017193147062884634,0.8344709897610921,0.8448
Agg_GB0_2,259,RowSampling_GB5_smf_row-0.4-fbs,26.0,198,0.03449123862514903,0.8686006825938567,0.8727272727272727
Agg_GB0_2,259,RowSampling_GB5_smf_row-0.6-fbs,40.0,244,0.05174290492560603,0.8822525597269625,0.8851913477537439
Agg_GB0_2,259,RowSampling_GB5_smf_row-0.8-fbs,46.0,306,0.06897135859515932,0.8856655290102389,0.8885191347753744
Agg_GB0_3,266,ColSampling_GB3_smf_col-0.2-fbs,22.0,123,0.026308605100620344,0.878839590443686,0.879045996592845
Agg_GB0_3,266,ColSampling_GB3_smf_col-0.2-fls,20.0,128,0.02627993067420989,0.8873720136518771,0.8877551020408163
Agg_GB0_3,266,ColSampling_GB3_smf_col-0.4-fbs,139.0,243,0.052379845027125754,0.8805460750853242,0.8809523809523809
Agg_GB0_3,266,ColSampling_GB3_smf_col-0.4-fls,29.0,239,0.052261510768863366,0.8873720136518771,0.8877551020408163
Agg_GB0_3,266,ColSampling_GB3_smf_col-0.6-fbs,512.0,339,0.07820887104268881,0.8873720136518771,0.8877551020408163
Agg_GB0_3,266,ColSampling_GB3_smf_col-0.6-fls,44.0,332,0.07588335834101863,0.8907849829351536,0.8915254237288135
Agg_GB0_3,266,ColSampling_GB3_smf_col-0.8-fbs,782.0,424,0.10453269114507797,0.8839590443686007,0.8862876254180602
Agg_GB0_3,266,ColSampling_GB3_smf_col-0.8-fls,56.0,396,0.09434822596841326,0.8873720136518771,0.8885135135135136
Agg_GB0_3,266,ColSampling_GB3_smf_row-0.2-fbs,22.0,163,0.02613639134433597,0.8754266211604096,0.8781302170283807
Agg_GB0_3,266,ColSampling_GB3_smf_row-0.4-fbs,30.0,285,0.05238441510091712,0.8720136518771331,0.8772504091653027
Agg_GB0_3,266,ColSampling_GB3_smf_row-0.6-fbs,37.0,384,0.07862764585327806,0.8720136518771331,0.8764415156507414
Agg_GB0_3,266,ColSampling_GB3_smf_row-0.8-fbs,60.0,477,0.10484914088882641,0.8754266211604096,0.8785357737104824
Agg_GB0_3,266,ColSampling_GB4_smf_col-0.2-fbs,9.0,113,0.02631350957005498,0.8839590443686007,0.8847457627118643
Agg_GB0_3,266,ColSampling_GB4_smf_col-0.2-fls,9.0,122,0.026257749096539603,0.8737201365187713,0.8745762711864408
Agg_GB0_3,266,ColSampling_GB4_smf_col-0.4-fbs,16.0,239,0.052428555325828845,0.8907849829351536,0.8907849829351536
Agg_GB0_3,266,ColSampling_GB4_smf_col-0.4-fls,13.0,237,0.05224114050092746,0.8839590443686007,0.8843537414965986
Agg_GB0_3,266,ColSampling_GB4_smf_col-0.6-fbs,63.0,342,0.07848276894083106,0.8856655290102389,0.88663282571912
Agg_GB0_3,266,ColSampling_GB4_smf_col-0.6-fls,29.0,345,0.07838072253702631,0.8907849829351536,0.891156462585034
Agg_GB0_3,266,ColSampling_GB4_smf_col-0.8-fbs,213.0,444,0.10463978134983538,0.8890784982935154,0.8900169204737733
Agg_GB0_3,266,ColSampling_GB4_smf_col-0.8-fls,53.0,428,0.10248670533487843,0.8856655290102389,0.8873949579831932
Agg_GB0_3,266,ColSampling_GB4_smf_row-0.2-fbs,23.0,166,0.02616328232731565,0.8703071672354948,0.8741721854304635
Agg_GB0_3,266,ColSampling_GB4_smf_row-0.4-fbs,34.0,294,0.052402834727600614,0.863481228668942,0.869281045751634
Agg_GB0_3,266,ColSampling_GB4_smf_row-0.6-fbs,39.0,405,0.07863795638561223,0.8771331058020477,0.8811881188118811
Agg_GB0_3,266,ColSampling_GB4_smf_row-0.8-fbs,63.0,483,0.1048775087858972,0.8856655290102389,0.88663282571912
Agg_GB0_3,266,ColSampling_GB7_smf_col-0.2-fbs,4.0,118,0.02632362503826392,0.8839590443686007,0.8847457627118643
Agg_GB0_3,266,ColSampling_GB7_smf_col-0.2-fls,3.0,112,0.026314902885235275,0.8856655290102389,0.8858603066439523
Agg_GB0_3,266,ColSampling_GB7_smf_col-0.4-fbs,8.0,224,0.05249569918436723,0.8805460750853242,0.8809523809523809
Agg_GB0_3,266,ColSampling_GB7_smf_col-0.4-fls,5.0,225,0.052456449495738335,0.878839590443686,0.8786324786324786
Agg_GB0_3,266,ColSampling_GB7_smf_col-0.6-fbs,18.0,333,0.07868139995293381,0.8771331058020477,0.8795986622073578
Agg_GB0_3,266,ColSampling_GB7_smf_col-0.6-fls,10.0,330,0.07864215026430492,0.8771331058020477,0.8783783783783784
Agg_GB0_3,266,ColSampling_GB7_smf_col-0.8-fbs,24.0,450,0.10463978134983538,0.8873720136518771,0.8877551020408163
Agg_GB0_3,266,ColSampling_GB7_smf_col-0.8-fls,17.0,442,0.10467466996194996,0.8839590443686007,0.8835616438356164
Agg_GB0_3,266,ColSampling_GB7_smf_row-0.2-fbs,20.0,175,0.026141908872449937,0.8276450511945392,0.8404423380726698
Agg_GB0_3,266,ColSampling_GB7_smf_row-0.4-fbs,49.0,309,0.052433041800709394,0.8583617747440273,0.8641571194762685
Agg_GB0_3,266,ColSampling_GB7_smf_row-0.6-fbs,76.0,417,0.07860147939419214,0.8822525597269625,0.8836424957841483
Agg_GB0_3,266,ColSampling_GB7_smf_row-0.8-fbs,113.0,479,0.10491250886322619,0.8805460750853242,0.8837209302325582
Agg_GB0_3,266,ColSampling_GB5_smf_col-0.2-fbs,15.0,139,0.026286646453378908,0.8839590443686007,0.8843537414965986
Agg_GB0_3,266,ColSampling_GB5_smf_col-0.2-fls,11.0,141,0.026296329993881953,0.8856655290102389,0.88663282571912
Agg_GB0_3,266,ColSampling_GB5_smf_col-0.4-fbs,74.0,274,0.05243655295496374,0.878839590443686,0.8786324786324786
Agg_GB0_3,266,ColSampling_GB5_smf_col-0.4-fls,12.0,258,0.05247927199839156,0.8839590443686007,0.8843537414965986
Agg_GB0_3,266,ColSampling_GB5_smf_col-0.6-fbs,296.0,366,0.07842638147548454,0.8873720136518771,0.887372013651877
Agg_GB0_3,266,ColSampling_GB5_smf_col-0.6-fls,15.0,356,0.07205550354619614,0.8822525597269625,0.8836424957841483
Agg_GB0_3,266,ColSampling_GB5_smf_col-0.8-fbs,518.0,446,0.10453269114507797,0.8890784982935154,0.8896434634974533
Agg_GB0_3,266,ColSampling_GB5_smf_col-0.8-fls,23.0,399,0.07985900207701493,0.8873720136518771,0.8877551020408163
Agg_GB0_3,266,ColSampling_GB5_smf_row-0.2-fbs,20.0,178,0.02614338578654105,0.8583617747440273,0.8654781199351702
Agg_GB0_3,266,ColSampling_GB5_smf_row-0.4-fbs,35.0,313,0.0524046739036386,0.8822525597269625,0.8828522920203735
