,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
num_row,3661,,,,2088,1253,306,14,,,,,,,
num_col,408,,,,408,408,408,408,,,,,,,
null_vals,7632,,,,3869,1961,1378,424,,,,,,,
null_vals_col_max,144,,,,73,37,26,8,,,,,,,
null_vals_col_min,0,,,,0,0,0,0,,,,,,,
null_vals_col_std,48.41215781414265,,,,24.542274447447312,12.439234993911654,8.741084049775756,2.689564323007925,,,,,,,
null_vals_col_mean,18.705882352941178,,,,9.482843137254902,4.806372549019608,3.377450980392157,1.0392156862745099,,,,,,,
null_vals_row_max,53,,,,53,53,53,53,,,,,,,
null_vals_row_min,0,,,,0,0,0,0,,,,,,,
null_vals_row_std,10.302522482408328,,,,9.735187726585318,8.972065761262012,14.77815212298277,26.228197943185858,,,,,,,
null_vals_row_mean,2.0846763179459162,,,,1.8529693486590038,1.5650438946528331,4.503267973856209,30.285714285714285,,,,,,,
num_col_with_nulls,355,,,,355,355,355,355,,,,,,,
num_row_with_nulls,3517,,,,2015,1216,280,6,,,,,,,
zero_vals,1378257,,,,778708,479773,114828,4948,,,,,,,
zero_vals_col_max,3642,,,,2088,1253,306,14,,,,,,,
zero_vals_col_min,0,,,,0,0,0,0,,,,,,,
zero_vals_col_std,394.42988246776537,,,,258.01009859411994,142.02714803271388,42.2198548983239,3.7085528297078816,,,,,,,
zero_vals_col_mean,3378.080882352941,,,,1908.5980392156862,1175.9142156862745,281.44117647058823,12.127450980392156,,,,,,,
zero_vals_row_max,406,,,,406,406,398,384,,,,,,,
zero_vals_row_min,301,,,,301,333,333,333,,,,,,,
zero_vals_row_std,17.099097184374738,,,,18.136634930633267,13.483143376616459,14.250113822164254,23.9305969291983,,,,,,,
zero_vals_row_mean,376.4700901393062,,,,372.94444444444446,382.8994413407821,375.2549019607843,353.42857142857144,,,,,,,
num_col_with_zeros,2,,,,2,2,2,2,,,,,,,
num_row_with_zeros,0,,,,0,0,0,0,,,,,,,
kurtosis_max,3220.570419299355,,,,2086.000479156685,1251.0007987220451,304.0032786885247,12.076923076923082,,,,,,,
kurtosis_min,1.0000002984424292,,,,0.0,0.0,0.0,0.0,,,,,,,
kurtosis_std,234.73520618460165,,,,327.87679554449653,239.6588604333824,76.02175241577905,3.927454434992245,,,,,,,
kurtosis_mean,88.90408140013187,,,,138.86185622008279,120.41798846910724,49.323557184540846,1.6721470703855446,,,,,,,
skewness_max,32.23845597939854,,,,45.6618054741288,35.35535035496099,17.406989363141566,3.328201177351377,,,,,,,
skewness_min,-55.17337432255631,,,,-18.046541811165085,-32.75030466913721,-0.8358919639231269,-3.328201177351375,,,,,,,
skewness_std,6.100197178057802,,,,8.228986379017055,7.979585046038745,4.973506378913213,1.1592637601180182,,,,,,,
skewness_mean,6.410393612953682,,,,7.88723951843984,7.0341120364702485,4.736801019296011,0.33445462058572334,,,,,,,
std_col_max,0.49999998134734913,,,,0.49893825997489444,0.4998660656318066,0.4613286545103607,0.4948716593053935,,,,,,,
std_col_min,0.0166072772183327,,,,0.0,0.0,0.0,0.0,,,,,,,
std_col_std,0.09014794680548648,,,,0.10887779463398216,0.09485596184429182,0.10333616000316372,0.1219325447372676,,,,,,,
std_col_mean,0.1432405593373821,,,,0.1436779322316629,0.1159372621104935,0.1056426509977364,0.057322974446097685,,,,,,,
mean_col_max,0.9753082450922782,,,,0.773203800377676,0.9975006332355012,0.6928104575163399,0.9285714285714286,,,,,,,
mean_col_min,0.0028523548350449747,,,,0.0,0.0,0.0,0.0,,,,,,,
mean_col_std,0.1256339822226748,,,,0.10336312724305247,0.13489392417386178,0.07252832492287715,0.17212309435990414,,,,,,,
mean_col_mean,0.05653895423227623,,,,0.05524934823039879,0.05066919089870648,0.03606540997901501,0.05265096096183041,,,,,,,
median_col_max,1.0,,,,0.773196343925064,1.0,1.0,1.0,,,,,,,
median_col_min,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,
median_col_std,0.12578394338444643,,,,0.07858711937789857,0.14294978918096546,0.08271701020887873,0.23118646757057412,,,,,,,
median_col_mean,0.019291570124788097,,,,0.010264439656273178,0.023418528715860868,0.009524348092080855,0.056657223796033995,,,,,,,
