,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
num_row,2783,1420,974,389,,,,,,,,,,,
num_col,997,997,997,997,,,,,,,,,,,
null_vals,39746,0,24038,15708,,,,,,,,,,,
null_vals_col_max,167,0,101,66,,,,,,,,,,,
null_vals_col_min,0,0,0,0,,,,,,,,,,,
null_vals_col_std,71.19191566842073,0.0,43.056188518026914,28.135727150393823,,,,,,,,,,,
null_vals_col_mean,39.865596790371114,0.0,24.110330992978938,15.755265797392177,,,,,,,,,,,
null_vals_row_max,238,0,238,238,,,,,,,,,,,
null_vals_row_min,0,0,0,0,,,,,,,,,,,
null_vals_row_std,56.52503710745785,0.0,72.55808448209862,89.33066863432053,,,,,,,,,,,
null_vals_row_mean,14.281710384477183,0.0,24.679671457905545,40.38046272493573,,,,,,,,,,,
num_col_with_nulls,759,997,759,759,,,,,,,,,,,
num_row_with_nulls,2616,1420,873,323,,,,,,,,,,,
zero_vals,2656742,1370287,921156,365299,,,,,,,,,,,
zero_vals_col_max,2783,1420,974,389,,,,,,,,,,,
zero_vals_col_min,0,0,0,0,,,,,,,,,,,
zero_vals_col_std,237.60834750336204,131.94921371743328,87.15140217520609,39.0204395266482,,,,,,,,,,,
zero_vals_col_mean,2664.7362086258777,1374.4102306920763,923.9277833500502,366.39819458375126,,,,,,,,,,,
zero_vals_row_max,991,991,991,991,,,,,,,,,,,
zero_vals_row_min,749,830,749,749,,,,,,,,,,,
zero_vals_row_std,53.8872172212456,17.647624445846265,67.60844854294035,85.79865209144657,,,,,,,,,,,
zero_vals_row_mean,954.6324110671936,964.9908450704226,945.7453798767967,939.0719794344473,,,,,,,,,,,
num_col_with_zeros,2,2,2,2,,,,,,,,,,,
num_row_with_zeros,0,0,0,0,,,,,,,,,,,
kurtosis_max,2781.000359453635,1418.0007047216377,972.0010277492312,387.0025773195884,,,,,,,,,,,
kurtosis_min,0.0,0.0,0.0,0.0,,,,,,,,,,,
kurtosis_std,841.4842789748028,384.4152548499225,279.03055933516407,122.59289825440844,,,,,,,,,,,
kurtosis_mean,489.3927410505633,205.17359513060262,160.00201869029183,64.65829563973972,,,,,,,,,,,
skewness_max,52.72570871457789,37.64306981001958,31.160889392783798,19.646948295336045,,,,,,,,,,,
skewness_min,-36.00088613810528,-27.137914127794776,-15.428336265943022,-3.318925664970563e-15,,,,,,,,,,,
skewness_std,16.870896749532516,11.384326090571193,9.768219405197712,6.772399611438071,,,,,,,,,,,
skewness_mean,13.632305044936384,8.095295529795026,7.656314769290088,4.126977385325571,,,,,,,,,,,
std_col_max,0.4999457368656035,0.49540839544573667,0.4963171119296579,0.4942155204400171,,,,,,,,,,,
std_col_min,0.0,0.0,0.0,0.0,,,,,,,,,,,
std_col_std,0.0755482911617754,0.07905219218977284,0.07432239790422557,0.06865119110801955,,,,,,,,,,,
std_col_mean,0.04649653562577553,0.04689318058918669,0.04963727903578035,0.03369500867351016,,,,,,,,,,,
mean_col_max,0.9748946742216875,0.9978982206548557,0.8690708626816132,0.5,,,,,,,,,,,
mean_col_min,0.0,0.0,0.0,0.0,,,,,,,,,,,
mean_col_std,0.05698981376307068,0.060611869173828006,0.05157362167740845,0.04121174573242337,,,,,,,,,,,
mean_col_mean,0.013670235507946882,0.01587764015537256,0.013593496489888529,0.009699903361595607,,,,,,,,,,,
median_col_max,1.0,1.0,0.8720933207132077,0.5000000000000001,,,,,,,,,,,
median_col_min,0.0,0.0,0.0,0.0,,,,,,,,,,,
median_col_std,0.05387593184605424,0.0499563779514988,0.036537187112853975,0.018880918570720162,,,,,,,,,,,
median_col_mean,0.0032871332688159823,0.0032999776080695213,0.0018158594894761761,0.000849216833364786,,,,,,,,,,,
