name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m197,cpu,memory,,,,,,,,,,,,,,
m67,cpu,memory,,,,,,,,,,,,,,
m175,cpu,memory,,,,,,,,,,,,,,
m58,cpu,memory,,,,,,,,,,,,,,
m321,cpu,memory,,,,,,,,,,,,,,
m314,cpu,memory,,,,,,,,,,,,,,
m242,cpu,memory,,,,,,,,,,,,,,
m309,cpu,memory,,,,,,,,,,,,,,
