name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m253_gpu1,gpu,utilization,0.0,73.333333333,30.0,0.0,0.0,70.233333333,26.133333333,73.333333333,97.75,21.016666667,73.333333333,100.0,30.0,0.0
m253_gpu2,gpu,utilization,0.0,72.6,29.7,0.0,0.0,71.666666667,62.6,86.4,98.5,21.233333333,73.333333333,100.0,30.0,0.0
m253_gpu6,gpu,utilization,0.0,71.866666667,29.4,0.0,0.0,70.233333333,99.466666667,100.0,98.5,21.233333333,73.333333333,100.0,30.0,0.0
m253_gpu7,gpu,utilization,18.433333333,71.866666667,29.4,0.0,0.0,70.233333333,26.866666667,73.6,98.5,21.233333333,73.333333333,98.6,29.4,0.0
m373_gpu0,gpu,utilization,4.9,73.333333333,100.0,30.0,0.0,70.95,26.4,73.333333333,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m373_gpu3,gpu,utilization,0.46666666667,73.333333333,100.0,30.0,0.0,70.233333333,26.133333333,73.333333333,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m373_gpu5,gpu,utilization,0.93333333333,73.333333333,100.0,30.0,0.0,70.233333333,26.133333333,73.333333333,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m373_gpu7,gpu,utilization,23.333333333,73.333333333,30.0,0.0,0.0,70.233333333,26.133333333,73.333333333,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m168_gpu2,gpu,utilization,0.0,73.333333333,30.0,0.0,0.0,69.516666667,25.866666667,73.333333333,100.0,21.666666667,71.866666667,99.4,30.0,0.0
m168_gpu3,gpu,utilization,0.46666666667,73.333333333,30.0,0.0,0.0,71.666666667,26.666666667,73.333333333,100.0,21.666666667,71.866666667,99.4,30.0,0.0
m168_gpu4,gpu,utilization,23.333333333,73.333333333,100.0,30.0,0.0,69.516666667,25.866666667,73.333333333,100.0,21.666666667,71.866666667,99.4,30.0,0.0
m168_gpu6,gpu,utilization,15.633333333,73.333333333,100.0,30.0,0.0,71.666666667,26.666666667,73.333333333,100.0,21.666666667,71.866666667,99.4,30.0,0.0
m294_gpu0,gpu,utilization,23.333333333,70.4,88.3,25.5,0.0,71.666666667,26.666666667,71.866666667,99.5,21.666666667,73.333333333,100.0,30.0,0.0
m294_gpu2,gpu,utilization,14.7,73.333333333,67.1,15.9,0.0,71.666666667,26.666666667,71.866666667,99.5,21.666666667,73.333333333,100.0,30.0,0.0
m294_gpu3,gpu,utilization,0.0,71.866666667,99.4,30.0,0.0,71.666666667,26.666666667,71.866666667,99.5,21.666666667,73.333333333,100.0,30.0,0.0
m294_gpu5,gpu,utilization,23.333333333,71.866666667,29.4,0.0,0.0,71.666666667,26.666666667,71.866666667,99.5,21.666666667,73.333333333,100.0,30.0,0.0
m193_gpu0,gpu,utilization,0.0,73.333333333,30.0,0.0,0.0,71.666666667,26.666666667,0.0,75.0,21.666666667,2.9333333333,71.2,30.0,0.0
m193_gpu1,gpu,utilization,0.0,73.333333333,30.0,0.0,0.0,71.666666667,26.666666667,73.333333333,100.0,21.666666667,0.0,70.0,30.0,0.0
m193_gpu2,gpu,utilization,6.0666666667,73.333333333,30.0,0.0,0.0,71.666666667,26.666666667,72.6,99.75,21.666666667,0.0,70.0,30.0,0.0
m193_gpu7,gpu,utilization,0.0,73.333333333,30.0,0.0,0.0,71.666666667,26.666666667,71.866666667,99.5,21.666666667,0.0,70.0,30.0,0.0
m117_gpu1,gpu,utilization,23.333333333,73.333333333,36.3,2.7,0.0,71.666666667,26.666666667,73.333333333,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m117_gpu2,gpu,utilization,4.4333333333,73.333333333,34.2,1.8,0.0,71.666666667,27.4,73.6,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m117_gpu4,gpu,utilization,23.333333333,73.333333333,30.0,0.0,0.0,71.666666667,26.666666667,73.333333333,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m117_gpu5,gpu,utilization,15.866666667,73.333333333,100.0,30.0,0.0,71.666666667,26.666666667,73.333333333,98.5,21.233333333,73.333333333,100.0,30.0,0.0
m25_gpu0,gpu,utilization,0.0,73.333333333,30.0,0.0,0.0,71.666666667,26.666666667,73.333333333,99.25,21.45,73.333333333,100.0,30.0,0.0
m25_gpu2,gpu,utilization,0.0,73.333333333,30.0,0.0,0.0,71.666666667,26.666666667,71.866666667,99.5,21.666666667,73.333333333,100.0,30.0,0.0
m25_gpu3,gpu,utilization,0.0,71.866666667,36.4,3.0,0.0,71.666666667,100.0,100.0,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m25_gpu7,gpu,utilization,3.0333333333,73.333333333,31.4,0.6,0.0,71.666666667,26.666666667,73.333333333,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m49_gpu1,gpu,utilization,7.2333333333,71.866666667,29.4,0.0,0.0,70.233333333,26.133333333,71.866666667,99.5,21.666666667,73.333333333,100.0,30.0,0.0
m49_gpu2,gpu,utilization,0.0,73.333333333,30.0,0.0,0.0,71.666666667,26.666666667,71.866666667,99.5,21.666666667,73.333333333,98.6,29.4,0.0
m49_gpu4,gpu,utilization,23.333333333,73.333333333,81.8,22.2,0.0,71.666666667,26.666666667,73.333333333,100.0,21.666666667,73.333333333,100.0,30.0,0.0
m49_gpu7,gpu,utilization,1.8666666667,71.866666667,92.4,27.0,0.0,70.233333333,26.133333333,71.866666667,99.5,21.666666667,73.333333333,100.0,30.0,0.0
