,IncidentId,EntityType,Tier,CpuSyslogErrors_pers_1h,InterfaceDownDuration_mv,HighInterfaceUtilT3WAN_mv,NtpError_mv,MemErrors_mv,FIBErrors_pers_1h,DuplicateIP_mv,LinkStatus_mv,HardwareErrors_mv,NGSvsMSAssetName_mv,VoltageError_mv,defaultMTUSize_pers_1h,NGSvsLLDPWAN_pers_1h,NetscanPayloadPathsMultiple_pers_1h,NGSvsLLDPt1t0_mv,InterfaceUnsecured_pers_1h,Hw3Drop_pers_1h,BadOSVersion_pers_1h,HAFailover_pers_1h,SystemUsageHigh_mv,PfcPauseFrames_pers_1h,DupDeviceName_pers_1h,NetscanPayloadPodSetPaths_pers_1h,HighInterfaceLinkUtilization_pers_1h,PortExhaustion_pers_1h,ServerTorPktDiscards_pers_1h,JuniperSSGStateChange_pers_1h,GraphMissingMgmt_mv,ServerTorInterfaceErrorsCountThreshold_mv,SSHReachability_pers_1h,HSRPStateChange_mv,TooManyT1sDown_pers_1h,NGSvsMSAssetSN_pers_1h,MaxprefixExceeded_pers_1h,ServerTorInterfaceFlaps_mv,ISISDown_pers_1h,SONiCErrors_mv,ServerTorInterfaceErrorsPercentageThreshold_mv,DeviceDataPlaneDownBGP_mv,FIBErrors_mv,PingmeshPktLoss_pers_1h,FanFailure_pers_1h,IBCongestedBandwidth_pers_1h,NetscanPktLoss_pers_1h,BGPGlobalShutDown_mv,NGSDuplicateStaticIP_pers_1h,TemperatureErrors_mv,BGPHoldTimer_pers_1h,ServerTorFCSErrors_mv,IBBandwidthSpeedMode_mv,DeviceDown_mv,NGSvsLLDPWAN_mv,BGPDown_pers_1h,SONiCSNMPHighCPU_mv,DupStaticIP_mv,BGPHoldTimer_mv,DiskFailures_pers_1h,OSPFDown_pers_1h,JuniperSSGStateChange_mv,NetscanBadDevice_mv,NetscanLinksMultiple_mv,NonProdWithProdTraffic_mv,DefaultRouteMismatch_mv,LinkStatus_pers_1h,PowerSupplyRedundancy_mv,ExceessiveSyslogs_mv,NoSysLog_mv,ProcessShutdown_mv,PhynetPktDiscards_mv,IBBandwidthSpeedMode_pers_1h,HAIneligible_mv,PortExhaustion_mv,PhynetInterfaceErrorsCountThreshold_pers_1h,BGPFlap_pers_1h,HardwareErrorsSev2_pers_1h,TooManyT2sDown_pers_1h,SONiCSNMPHighMemory_pers_1h,IBCongestedBandwidth_mv,NtpError_pers_1h,PingmeshPktLoss_mv,defaultMTUSize_mv,PhynetFCSErrors_mv,IfOperStatus_mv,MaxprefixThr_mv,CpvBackup_mv,PhynetFCSErrors_pers_1h,SoftwareErrorsSev2_mv,ExEraseExecutions_pers_1h,NetscanLinksMultiple_pers_1h,IBUFMTimeDifference_mv,PfcPauseFrames_mv,PowerSupplyDown_mv,TacacsUnreachable_pers_1h,IBLinkDown_pers_1h,HardwareErrorsSev2_mv,MaxprefixThr_pers_1h,SNMPHighMemory_pers_1h,NoGoldConfig_pers_1h,IBLinkErrorRecovery_mv,FabricDegraded_pers_1h,NGSvsLLDPt1t0_pers_1h,NGSvsLLDPt1t2_pers_1h,InterfaceDownDuration_pers_1h,DuplicateSerialNumber_pers_1h,ServerTorInterfaceErrorsCountThreshold_pers_1h,DeviceDataPlaneDownBGP_pers_1h,NoGoldConfig_mv,DuplicateSerialNumber_mv,NetscanPayloadAlertPaths_mv,BadOSVersion_mv,DupManagementIP_pers_1h,SnmpVoltage_mv,MgmtInterfaceFlaps_mv,CPVPolicyFailure_pers_1h,TeamdExpired_mv,SyslogOutliers_mv,LineCardDown_pers_1h,NetscanPayloadAlertPodSetPaths_pers_1h,NonProdWithProdTraffic_pers_1h,MgmtInterfaceFlaps_pers_1h,LdpDown_pers_1h,SONiCErrors_pers_1h,ExEraseExecutions_mv,DeviceDown_pers_1h,Tier1TrafficOutlier_mv,PhynetInterfaceErrorsPercentageThreshold_pers_1h,DefaultRouteMismatch_pers_1h,TCAMAboveThr_mv,CpuSyslogErrors_mv,PhynetPktDiscards_pers_1h,NGSvsMSAssetSN_mv,TeamdExpired_pers_1h,Hw3Drop_mv,IBLinkDown_mv,HighInterfaceUtilT0T2_mv,SnmpVoltage_pers_1h,TemperatureErrors_pers_1h,TCAMAboveThr_pers_1h,TacacsUnreachable_mv,TempSNMP_pers_1h,NGSvsLLDPt1t2_mv,LPMUtilization_mv,PowerSupplyRedundancy_pers_1h,OSPFDown_mv,TooManyT2sDown_mv,SnmpLoopbackReachability_mv,DupDeviceName_mv,HSRPStateChange_pers_1h,HighInterfaceUtilT3WAN_pers_1h,ServerTorInterfaceErrorsPercentageThreshold_pers_1h,NoSysLog_pers_1h,DeviceReload_mv,ServerTorInterfaceFlaps_pers_1h,QCHardwareDrops_mv,LineCardDown_mv,FanFailure_mv,GraphMissingSerialConsole_pers_1h,HAIneligible_pers_1h,NetscanPayloadPaths_mv,SoftwareErrorsSev2_pers_1h,BGPDown_mv,GraphMissingUplink_pers_1h,MemErrors_pers_1h,LPMUtilization_pers_1h,IfOperStatus_pers_1h,TempSNMP_mv,MultipleReboot_pers_1h,ServerPingmeshPktLoss_pers_1h,GraphMissingSerialConsole_mv,TooManyT1sDown_mv,VRRPStateChange_mv,SnmpReachability_mv,IBUFMTimeDifference_pers_1h,SnmpCpu_mv,NetscanPayloadPathsMultiple_mv,TORReboot_mv
0,223,cluster_switch,t0,0.9181599273258934,0.9594520742693642,0.3723410083183137,0.7428196581293685,0.6259635858863041,0.2003005322560855,0.9165320229502152,0.7833340647482187,0.6134660467651921,0.9333677072982454,0.0478699979743114,0.9839310096144056,0.3864081179478201,0.8377595215952536,0.7642654760251624,0.89397003596232,0.8946847615282669,0.4994044259423592,0.7051709014831127,0.1769665206008028,0.5658285818335165,0.6832862036711934,0.9395195487987044,0.4457283958874203,0.5360237777116852,0.0447285260637665,0.1688177257374457,0.3434559853808692,0.0253063432083192,0.7855194523982704,0.880068246326809,0.1448394381718011,0.2366538516135135,0.3117820540520015,0.4912851468370873,0.967348975873152,0.7274225544970913,0.2802672623724698,0.7189995583050128,0.9616956627373796,0.2528010120430148,0.7140562809477895,0.861392213484114,0.3562162477485823,0.9797786718578144,0.5341190715124904,0.3440658372855859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,237,cluster_switch,t0,0.8552821414182267,0.798453079359957,0.9100889290021312,0.8392564937739094,0.9932901744923224,0.7590131307974604,0.465548199986783,0.5369888763520673,0.6156516365092799,0.8361208014305851,0.5288093597780499,0.4658035864717095,0.9889526440085292,0.4456228542133158,0.3593348749049501,0.954819621107872,0.0394947224672505,0.7829075576947633,0.8054358438984104,0.2084163703598053,0.8501122701287418,0.9215650630532572,0.2920524012610818,0.9340838424828194,0.3229250824012571,0.5579158002612662,0.8294973763946545,0.7965436466537488,0.8078211175621035,0.0941104190320167,0.6821578916016702,0.5051548774872721,0.7391003718222697,0.4099752233484515,0.8179241432827961,0.2868950636340113,0.4745319269225773,0.5468273376965805,0.4164095521265851,0.4373418548317721,0.901397870602788,0.0384772809545427,0.7950038004797357,0.2172198575669054,0.5922927010841906,0.5294875150677087,0.5655790419650012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,237,cluster_switch,t0,0.8533454137071534,0.9150780569172232,0.8027095949859748,0.8364313434448788,0.9510518492522771,0.6020679400342832,0.6952427241943768,0.6285344068382133,0.8985006882164496,0.754107747161568,0.8996306142186823,0.666029156691927,0.9143086745613956,0.3930190955743109,0.9005203004696402,0.6492105316300534,0.9512674827041716,0.5111714300758674,0.9777817343744404,0.7108367705940322,0.8386854587243794,0.3571135749804024,0.3691274188762724,0.7956835296465771,0.7554130746146701,0.6551473610525257,0.9308770002804168,0.7411254833342256,0.6134426618690726,0.9994798004993865,0.6070531536911348,0.4326226424944798,0.9698584044044488,0.9965588682090778,0.2965258094993217,0.1124699019110732,0.4734108280574143,0.8938878920917421,0.637143332149449,0.82251452654867,0.9101042980281756,0.6244801297616336,0.284931892229961,0.2230551115598488,0.1956091786432829,0.3855761560688203,0.9070262702134012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,155,cluster_switch,t0,0.7490116484003873,0.4057950051856008,0.694512862970972,0.7252616195289889,0.9427009091467752,0.9384129854775194,0.652173263557661,0.662692649163847,0.3191991705825688,0.1426031230272985,0.9399667770374224,0.9105565163501272,0.903246623565568,0.7816088477246632,0.4440518025626948,0.8023759036736162,0.8573052177640489,0.9696030473308028,0.114091464894972,0.8114489063187473,0.0770627221186671,0.4249224361773677,0.9717537165771728,0.690776872800692,0.640227544836939,0.9870556144402876,0.6665796609058801,0.611486276424172,0.6971302039907669,0.5764619967062653,0.2204981809052825,0.895353122434699,0.3953563912001655,0.5044751877982662,0.9213414914971916,0.4978351376898512,0.8511507362463722,0.7621158173161108,0.3557679238566479,0.6646193530435704,0.9682967979330896,0.5960344033657464,0.7248751922231284,0.7363490392776114,0.0884086920762086,0.6836406176933462,0.9885967484127514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,141,cluster_switch,t0,0.7499495730865989,0.6046654712774664,0.7683498412205386,0.6102266650788993,0.259998415626382,0.9952288285105771,0.6157629131033785,0.9216345411300736,0.8284131548789517,0.773381792709456,0.9861018283647784,0.747471058202206,0.3532194165219905,0.9354631916755194,0.6193132590191796,0.1612082418137006,0.7768653830194578,0.6720162216725349,0.9743487420108476,0.7588615812831317,0.6875983554172462,0.8105651234397238,0.613018821464881,0.2857205191011878,0.4912072091009133,0.6944005996053534,0.8696492643493031,0.7804951609242882,0.7871036386051079,0.7499589516479839,0.2711711651588478,0.9830879506674992,0.6609087742654834,0.5629688735057325,0.6191617813483355,0.9519754139830048,0.5980267879375223,0.8839090881033128,0.8760883759214649,0.1808795804071354,0.2542483512907344,0.7679072989539769,0.6055161081533577,0.9741647871366428,0.8880721520481469,0.4544705414793137,0.8137417548276608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,169,cluster_switch,t0,0.7078448602125926,0.9920337195117116,0.996413204950422,0.9909144451117384,0.5213608184823255,0.7029336796169575,0.7821636382202624,0.6426301176719084,0.9689383675880964,0.52537046877041,0.6706270705107124,0.6629169332015162,0.7818020577797169,0.7126372000291433,0.7799430716654905,0.8552872333954255,0.6620120177753047,0.98552721129096,0.9507896473655544,0.9499386538672756,0.9235726811794484,0.6311453755366617,0.7075094520764729,0.9665459770991356,0.7886918215948512,0.6467094345875872,0.7806855917538494,0.7297189045334143,0.7654717668176999,0.6975074038977893,0.9732773897656952,0.7523483676305827,0.4840398746845794,0.6391714584483741,0.7881232389815941,0.8266162980021402,0.26600980366049,0.463372279322483,0.4894209690937744,0.6698501971888724,0.5357931749446706,0.9959419847081056,0.0198600293961439,0.917914200591747,0.9453785766253646,0.8249694318531553,0.1294237087478417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,169,cluster_switch,t0,0.8330090449399158,0.9096824524491748,0.9143289378868168,0.7179091244323987,0.9317654559562464,0.981015065239815,0.964018096767522,0.8488779204525021,0.7069693767687476,0.868387873900963,0.7397249112019152,0.2592802464008463,0.4316072685907818,0.6095062571968296,0.8670931408663739,0.3691117358158492,0.491725656715583,0.1635717460089185,0.0667373769125931,0.9822764183152172,0.6187779573718076,0.6763864373721994,0.6091246535772975,0.4222736728260327,0.9915712409111012,0.9250271790581874,0.2593040226590987,0.4629771121585437,0.7041383528024939,0.4706324364089456,0.7186379092767324,0.6477739744944736,0.8617629105479974,0.9080571645060188,0.3195670539374644,0.5704074473497572,0.7994013954103577,0.4171117170649507,0.7123925973199886,0.4442982292414182,0.3849684802485378,0.4901389145010681,0.8243052618720073,0.7957406357425355,0.4770039511482385,0.7598285082676388,0.3847452834926946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,223,cluster_switch,t1,,0.8112819201673459,,,,,,,,,,,,,,,,,,0.9811323375451696,,,,,,0.1823435456770973,,,,,,,,,,,,,,0.89941866563222,,,,,,,,0.9170645577013044,0.8296685659006,0.8560369487901485,0.8519077235817866,0.8766480570458426,0.5638027100299816,0.6805455654287377,0.6588691170004054,0.8207042034625539,0.7508948910159272,0.473120467719452,0.9957095660787942,0.771165684292817,0.9732987563523516,0.5183217785603093,0.8205694667078973,0.9655148431304882,0.910188750729711,0.3676605247457145,0.9583813101701544,0.9652586601891652,0.5431638434881989,0.4898486924567005,0.367417508086894,0.9821374598254708,0.7141447219626085,0.465470770608663,0.3820901102686639,0.9689888045915276,0.3494025025321644,0.9771544335287156,0.7284022015165205,0.5023325039758567,0.6028264932738367,0.7859963962365489,0.5229678299104458,0.9304920917375148,0.7735052226875232,0.2072427910963958,0.7167587564512007,0.119114620712653,0.5606769135511632,0.5722820381867093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,223,cluster_switch,t1,,0.8316599959107103,,,,,,,,,,,,,,,,,,0.3994751626097949,,,,,,0.8829466943511919,,,,,,,,,,,,,,0.5582620910372144,,,,,,,,0.8648078292006343,0.8329730804203175,0.7091609292684313,0.4564219002912467,0.8807051968254127,0.965642125296998,0.8929205204460731,0.9907949799288428,0.5189977526945071,0.8334428935617897,0.8267216311319159,0.789404321455374,0.2682851121175583,0.5435972553359663,0.7505604201015058,0.4002161995709729,0.5957965810327465,0.2485909463705835,0.7797578637981195,0.8563828854356564,0.5127277670307334,0.6723232169454586,0.700681582733514,0.5304453064407288,0.878435888754024,0.2638165083946813,0.9919925901984964,0.8968277614174243,0.2515222060191073,0.854436638920726,0.0732469449319793,0.8053001314063525,0.4094861013650264,0.995828083848928,0.8849279658988085,0.0928053108900325,0.9257234110459104,0.4005639835934264,0.9269140342883458,0.1373287698794054,0.5234481844238751,0.9095232840189028,0.6007251675161768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,155,cluster_switch,t1,,0.6685564612165477,,,,,,,,,,,,,,,,,,0.46180607669501,,,,,,0.9085257603205612,,,,,,,,,,,,,,0.2470205701822204,,,,,,,,0.8898724804319367,0.9505043376003576,0.8307847301976315,0.8216760240186999,0.545709717326385,0.7925510042487608,0.5305764890332836,0.9774403530948508,0.5010404983902201,0.915873829442583,0.9316076443538698,0.3351603508616491,0.99723462476078,0.7760606030928157,0.7049631008800372,0.798974055445006,0.2646056813418752,0.8912742449535187,0.7652044719002355,0.4832385370903358,0.549006149525262,0.8669875939556236,0.961714749942031,0.7214169537059304,0.1489788269865495,0.6299742312283536,0.5956472026340113,0.9766424609476128,0.4996635744365724,0.8146493616550128,0.4516528498582772,0.5820304099560726,0.801043405019378,0.6776475113189158,0.9144943828744264,0.7542974155223889,0.4404370602157162,0.8171358196124993,0.6804697563242725,0.8307999180313055,0.731878731310532,0.9372138113119036,0.9467437859849054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
